Country,Year,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million
Cyprus,369,,,,,1048,,,,1196
Cyprus,370,,,,,1061,,,,1211
Cyprus,371,,,,,1074,,,,1226
Cyprus,372,,,,,1087,,,,1241
Cyprus,373,,,,,1100,,,,1256
Cyprus,374,25168,19617,5551,,1113,2.87,2.24,0.63,1271
Cyprus,375,,,,,1110,,,,1267
Cyprus,376,,,,,1108,,,,1265
Cyprus,377,,,,,1105,,,,1262
Cyprus,378,,,,,1103,,,,1259
Cyprus,379,,,,,1100,,,,1256
Cyprus,380,,,,,1098,,,,1254
Cyprus,381,32837,22813,10024,,1096,3.75,2.6,1.14,1251
Czechia,341,1257,1257,,,,0.01,0.01,,
Czechia,342,3540,3540,,2283,2283,0.03,0.03,,213
Czechia,343,6997,6997,,3457,2870,0.07,0.07,,268
Czechia,344,10460,10460,,3463,3068,0.1,0.1,,286
Czechia,345,11764,11764,,1304,2627,0.11,0.11,,245
Czechia,346,12026,12026,,262,2154,0.11,0.11,,201
Czechia,347,13282,13282,,1256,2004,0.12,0.12,,187
Czechia,348,14197,14197,,915,1849,0.13,0.13,,173
Czechia,349,17763,17763,,3566,2032,0.17,0.17,,190
Czechia,350,22267,22267,,4504,2181,0.21,0.21,,204
Czechia,351,28064,28064,,5797,2515,0.26,0.26,,235
Czechia,352,35988,35988,,7924,3461,0.34,0.34,,323
Czechia,353,45921,45921,,9933,4842,0.43,0.43,,452
Czechia,354,47912,47912,,1991,4947,0.45,0.45,,462
Czechia,355,49623,49623,,1711,5061,0.46,0.46,,473
Czechia,356,59354,59354,,9731,5942,0.55,0.55,,555
Czechia,357,72693,72693,,13339,7204,0.68,0.68,,673
Czechia,358,86134,86134,,13441,8296,0.8,0.8,,775
Czechia,359,101140,101140,,15006,9307,0.94,0.94,,869
Czechia,360,114808,114808,,13668,9841,1.07,1.07,,919
Czechia,361,118122,118122,,3314,10030,1.1,1.1,,937
Czechia,362,121161,120539,622,3039,10220,1.13,1.13,0.01,954
Czechia,363,134920,132526,2394,13759,10795,1.26,1.24,0.02,1008
Czechia,364,149588,144511,5077,14668,10985,1.4,1.35,0.05,1026
Czechia,365,165054,157410,7644,15466,11274,1.54,1.47,0.07,1053
Czechia,366,181637,172288,9349,16583,11500,1.7,1.61,0.09,1074
Czechia,367,196928,186584,10344,15291,11731,1.84,1.74,0.1,1095
Czechia,368,200581,189401,11180,3653,11780,1.87,1.77,0.1,1100
Czechia,369,203637,191603,12034,3056,11782,1.9,1.79,0.11,1100
Czechia,370,215994,201056,14938,12357,11582,2.02,1.88,0.14,1082
Czechia,371,230183,211317,18866,14189,11514,2.15,1.97,0.18,1075
Czechia,372,243422,220100,23322,13239,11195,2.27,2.06,0.22,1045
Czechia,373,256449,227093,29356,13027,10687,2.39,2.12,0.27,998
Czechia,374,270151,233092,37059,13702,10460,2.52,2.18,0.35,977
Czechia,375,271932,233806,38126,1781,10193,2.54,2.18,0.36,952
Czechia,376,273747,234501,39246,1815,10016,2.56,2.19,0.37,935
Czechia,377,284934,238128,46806,11187,9849,2.66,2.22,0.44,920
Czechia,378,298628,241996,56632,13694,9778,2.79,2.26,0.53,913
Czechia,379,313569,246221,67348,14941,10021,2.93,2.3,0.63,936
Czechia,380,330298,250518,79780,16729,10550,3.08,2.34,0.74,985
Czechia,381,344009,254588,89421,13711,10551,3.21,2.38,0.84,985
Czechia,382,346439,255380,91059,2430,10644,3.24,2.38,0.85,994
Denmark,341,6648,6648,,,,0.11,0.11,,
Denmark,342,8654,8654,,2006,2006,0.15,0.15,,346
Denmark,343,17786,17786,,9132,5569,0.31,0.31,,961
Denmark,344,29447,29447,,11661,7600,0.51,0.51,,1312
Denmark,345,35790,35790,,6343,7286,0.62,0.62,,1258
Denmark,346,38177,38177,,2387,6306,0.66,0.66,,1089
Denmark,347,47248,47248,,9071,6767,0.82,0.82,,1168
Denmark,348,53389,53389,,6141,6677,0.92,0.92,,1153
Denmark,349,55846,55846,,2457,6742,0.96,0.96,,1164
Denmark,350,69600,69600,,13754,7402,1.2,1.2,,1278
Denmark,351,89757,89757,,20157,8616,1.55,1.55,,1488
Denmark,352,107576,107576,,17819,10255,1.86,1.86,,1770
Denmark,353,116187,116187,,8611,11144,2.01,2.01,,1924
Denmark,354,118095,118095,,1908,10121,2.04,2.04,,1747
Denmark,355,118911,118911,,816,9360,2.05,2.05,,1616
Denmark,356,119570,119570,,659,9103,2.06,2.06,,1572
Denmark,357,120031,120031,,461,7204,2.07,2.07,,1244
Denmark,358,132761,132761,,12730,6143,2.29,2.29,,1061
Denmark,359,150702,150702,,17941,6161,2.6,2.6,,1064
Denmark,360,165912,165907,5,15210,7104,2.86,2.86,0,1226
Denmark,361,170522,170510,12,4610,7490,2.94,2.94,0,1293
Denmark,362,173789,173051,738,3267,7840,3,2.99,0.01,1354
Denmark,363,179826,176926,2900,6037,8608,3.1,3.05,0.05,1486
Denmark,364,184445,179418,5027,4619,9202,3.18,3.1,0.09,1589
Denmark,365,187881,180939,6942,3436,7874,3.24,3.12,0.12,1359
Denmark,366,191793,182468,9325,3912,5870,3.31,3.15,0.16,1013
Denmark,367,198176,183127,15049,6383,4609,3.42,3.16,0.26,796
Denmark,368,206132,183911,22221,7956,5087,3.56,3.18,0.38,878
Denmark,369,213405,184530,28875,7273,5659,3.68,3.19,0.5,977
Denmark,370,216123,184775,31348,2718,5185,3.73,3.19,0.54,895
Denmark,371,218110,184991,33119,1987,4809,3.77,3.19,0.57,830
Denmark,372,222732,185204,37528,4622,4979,3.85,3.2,0.65,860
Denmark,373,231104,185446,45658,8372,5616,3.99,3.2,0.79,970
Denmark,374,250309,186567,63742,19205,7448,4.32,3.22,1.1,1286
Denmark,375,264649,187806,76843,14340,8360,4.57,3.24,1.33,1443
Denmark,376,278229,189058,89171,13580,9261,4.8,3.26,1.54,1599
Denmark,377,286692,189802,96890,8463,10081,4.95,3.28,1.67,1740
Denmark,378,291713,191853,99860,5021,10515,5.04,3.31,1.72,1815
Denmark,379,299475,193410,106065,7762,10963,5.17,3.34,1.83,1893
Denmark,380,311700,194842,116858,12225,11514,5.38,3.36,2.02,1988
Denmark,381,326109,196433,129676,14409,10829,5.63,3.39,2.24,1870
Ecuador,366,0,0,,,,0,0,,
Ecuador,367,108,108,,108,108,0,0,,6
Ecuador,368,,,,,294,,,,17
Ecuador,369,,,,,355,,,,20
Ecuador,370,,,,,386,,,,22
Ecuador,371,,,,,405,,,,23
Ecuador,372,,,,,417,,,,24
Ecuador,373,2982,2982,,,426,0.02,0.02,,24
Ecuador,374,,,,,477,,,,27
Ecuador,375,,,,,475,,,,27
Ecuador,376,,,,,472,,,,27
Ecuador,377,,,,,470,,,,27
Ecuador,378,,,,,468,,,,27
Ecuador,379,,,,,466,,,,26
Ecuador,380,6228,6228,,,464,0.04,0.04,,26
Egypt,369,0,,,,,0,,,
Egypt,370,,,,,219,,,,2
Egypt,371,,,,,219,,,,2
Egypt,372,,,,,219,,,,2
Egypt,373,,,,,219,,,,2
Egypt,374,,,,,219,,,,2
Egypt,375,1315,,,,219,0,,,2
England,327,55295,55295,,,,0.1,0.1,,
England,328,,,,,74002,,,,1315
England,329,,,,,74002,,,,1315
England,330,,,,,74002,,,,1315
England,331,,,,,74002,,,,1315
England,332,,,,,74002,,,,1315
England,333,,,,,74002,,,,1315
England,334,573306,573306,,,74002,1.02,1.02,,1315
England,335,,,,,68880,,,,1224
England,336,,,,,63758,,,,1133
England,337,,,,,58636,,,,1042
England,338,,,,,53514,,,,951
England,339,,,,,48393,,,,860
England,340,,,,,43271,,,,769
England,341,840349,840349,,,38149,1.49,1.49,,678
England,342,,,,,39819,,,,707
England,343,,,,,41489,,,,737
England,344,,,,,43158,,,,767
England,345,,,,,44828,,,,796
England,346,,,,,46498,,,,826
England,347,,,,,48168,,,,856
England,348,1189212,1168717,20495,,49838,2.11,2.08,0.04,885
England,349,,,,,66076,,,,1174
England,350,,,,,82315,,,,1462
England,351,,,,,98553,,,,1751
England,352,,,,,114792,,,,2039
England,353,,,,,131030,,,,2328
England,354,,,,,147269,,,,2616
England,355,2333764,1959151,374613,,163507,4.15,3.48,0.67,2905
England,356,2474205,2080280,393925,140441,160212,4.4,3.7,0.7,2846
England,357,2661850,2254556,407294,187645,163660,4.73,4.01,0.72,2908
England,358,2910027,2494371,415656,248177,175756,5.17,4.43,0.74,3122
England,359,3189674,2769164,420510,279647,192347,5.67,4.92,0.75,3417
England,360,3514385,3090058,424327,324711,215377,6.24,5.49,0.75,3826
England,361,3791594,3365492,426102,277209,231620,6.74,5.98,0.76,4115
England,362,3947442,3520056,427386,155848,230525,7.01,6.25,0.76,4096
England,363,4118342,3687206,431136,170900,234877,7.32,6.55,0.77,4173
England,364,4419704,3985579,434125,301362,251122,7.85,7.08,0.77,4461
England,365,4740578,4303730,436848,320874,261507,8.42,7.65,0.78,4646
England,366,5100475,4661293,439182,359897,272972,9.06,8.28,0.78,4850
England,367,5526071,5085771,440300,425596,287384,9.82,9.04,0.78,5106
England,368,5970175,5529101,441074,444104,311226,10.61,9.82,0.78,5529
England,369,6169377,5727693,441684,199202,317419,10.96,10.18,0.78,5639
England,370,6405554,5962544,443010,236177,326745,11.38,10.59,0.79,5805
England,371,6665861,6221850,444011,260307,320880,11.84,11.05,0.79,5701
England,372,6918853,6473752,445101,252992,311182,12.29,11.5,0.79,5528
England,373,7263317,6816945,446372,344464,308977,12.9,12.11,0.79,5489
England,374,7701203,7253305,447898,437886,310733,13.68,12.89,0.8,5521
England,375,8251146,7792996,458150,549943,325853,14.66,13.85,0.81,5789
England,376,8543262,8082355,460907,292116,339126,15.18,14.36,0.82,6025
England,377,8825371,8362868,462503,282109,345688,15.68,14.86,0.82,6142
England,378,9126930,8663041,463889,301559,351581,16.21,15.39,0.82,6246
England,379,9508006,9041835,466171,381076,369879,16.89,16.06,0.83,6571
England,380,9899043,9430261,468782,391037,376532,17.59,16.75,0.83,6690
England,381,10302620,9831897,470723,403577,371631,18.3,17.47,0.84,6602
Estonia,342,207,,,,,0.02,,,
Estonia,343,516,,,309,309,0.04,,,233
Estonia,344,884,,,368,338,0.07,,,255
Estonia,345,1907,,,1023,567,0.14,,,427
Estonia,346,2487,,,580,570,0.19,,,430
Estonia,347,,,,,459,,,,346
Estonia,348,2517,,,,385,0.19,,,290
Estonia,349,2535,,,18,333,0.19,,,251
Estonia,350,3188,,,653,382,0.24,,,288
Estonia,351,5009,,,1821,589,0.38,,,444
Estonia,352,6632,,,1623,675,0.5,,,509
Estonia,353,7973,,,1341,784,0.6,,,591
Estonia,354,10197,,,2224,1099,0.77,,,828
Estonia,355,10749,,,552,1176,0.81,,,887
Estonia,356,10972,,,223,1205,0.83,,,908
Estonia,357,11896,,,924,1244,0.9,,,938
Estonia,358,13481,,,1585,1210,1.02,,,912
Estonia,359,14879,,,1398,1178,1.12,,,888
Estonia,360,16677,,,1798,1243,1.26,,,937
Estonia,361,17959,,,1282,1109,1.35,,,836
Estonia,362,18179,,,220,1061,1.37,,,800
Estonia,363,18275,,,96,1043,1.38,,,786
Estonia,364,19315,,,1040,1060,1.46,,,799
Estonia,365,20478,,,1163,1000,1.54,,,754
Estonia,366,21985,,,1507,1015,1.66,,,765
Estonia,367,24196,,,2211,1074,1.82,,,810
Estonia,368,25704,,,1508,1106,1.94,,,834
Estonia,369,25964,,,260,1112,1.96,,,838
Estonia,370,26126,,,162,1122,1.97,,,846
Estonia,371,27180,,,1054,1124,2.05,,,847
Estonia,372,29594,,,2414,1302,2.23,,,982
Estonia,373,31629,25415,6214,2035,1378,2.38,1.92,0.47,1039
Estonia,374,34019,26412,7607,2390,1403,2.56,1.99,0.57,1058
Estonia,375,37230,27633,9597,3211,1647,2.81,2.08,0.72,1242
Estonia,376,38055,27900,10155,825,1727,2.87,2.1,0.77,1302
Estonia,377,38594,28186,10408,539,1781,2.91,2.12,0.78,1343
Estonia,378,40217,28907,11310,1623,1862,3.03,2.18,0.85,1404
Estonia,379,43000,30158,12842,2783,1915,3.24,2.27,0.97,1444
Estonia,380,46194,31864,14330,3194,2081,3.48,2.4,1.08,1569
Estonia,381,49798,33927,15871,3604,2254,3.75,2.56,1.2,1699
Estonia,382,52868,35492,17376,3070,2234,3.99,2.68,1.31,1684
European Union,341,48798,48798,,,,0.01,0.01,,
European Union,342,89331,88495,,40533,40533,0.02,0.02,,91
European Union,343,171338,169704,,82007,61270,0.04,0.04,,138
European Union,344,308699,306157,,137361,86634,0.07,0.07,,195
European Union,345,403822,395369,,95123,88756,0.09,0.09,,199
European Union,346,444438,435405,,40616,79128,0.1,0.1,,178
European Union,347,549330,540297,,104892,83422,0.12,0.12,,187
European Union,348,647234,631281,,97904,85491,0.15,0.14,,192
European Union,349,924252,900133,,277018,119274,0.21,0.2,,268
European Union,350,1221580,1189856,,297328,150035,0.27,0.27,,337
European Union,351,1475621,1422451,,254041,166703,0.33,0.32,,375
European Union,352,1868238,1780181,,392617,209202,0.42,0.4,,470
European Union,353,2255508,2152035,,387270,258724,0.51,0.48,,582
European Union,354,2444654,2336262,,189146,270761,0.55,0.53,,609
European Union,355,2661090,2493200,11,216436,287694,0.6,0.56,0,647
European Union,356,3090021,2908204,11,428931,309396,0.69,0.65,0,695
European Union,357,3531467,3329082,11,441446,329984,0.79,0.75,0,742
European Union,358,4087426,3830979,11,555959,373115,0.92,0.86,0,839
European Union,359,4618312,4342621,142,530886,392868,1.04,0.98,0,883
European Union,360,5154247,4844135,587,535935,414106,1.16,1.09,0,931
European Union,361,5369049,5050784,1028,214802,417771,1.21,1.14,0,939
European Union,362,5611237,5228210,21537,242188,421450,1.26,1.18,0,947
European Union,363,6082767,5756623,59073,471530,427535,1.37,1.29,0.01,961
European Union,364,6565531,6175047,119843,482764,433438,1.48,1.39,0.03,974
European Union,365,7150336,6606822,213533,584805,437559,1.61,1.48,0.05,983
European Union,366,7715997,7035216,331839,565661,442526,1.73,1.58,0.07,995
European Union,367,8379582,7458203,414609,663585,460762,1.88,1.68,0.09,1036
European Union,368,8668809,7634803,503965,289227,471394,1.95,1.72,0.11,1060
European Union,369,9037178,7890703,602392,368369,489420,2.03,1.77,0.14,1100
European Union,370,9524516,8267786,814267,487338,491678,2.14,1.86,0.18,1105
European Union,371,10157158,8722632,1117734,632642,513090,2.28,1.96,0.25,1153
European Union,372,10773184,9220676,1361388,616026,517550,2.42,2.07,0.31,1163
European Union,373,11462440,9600908,1682415,689256,535206,2.58,2.16,0.38,1203
European Union,374,12064578,9895550,1960162,602138,526428,2.71,2.22,0.44,1183
European Union,375,12426010,10051564,2151084,361432,536743,2.79,2.26,0.48,1206
European Union,376,12846096,10219887,2440241,420086,544131,2.89,2.3,0.55,1223
European Union,377,13427927,10409604,2770271,581831,557630,3.02,2.34,0.62,1253
European Union,378,14143954,10700594,3166088,716027,569542,3.18,2.41,0.71,1280
European Union,379,14933406,10991077,3638636,789452,594317,3.36,2.47,0.82,1336
European Union,380,15790516,11325796,4134226,857110,618297,3.55,2.55,0.93,1390
European Union,381,16401207,11570596,4474094,610691,619518,3.69,2.6,1.01,1392
European Union,382,16625888,11640847,4602066,224681,599983,3.74,2.62,1.03,1349
Faeroe Islands,374,3994,3993,1,,,8.17,8.17,0,
Faeroe Islands,375,,,,,83,,,,1699
Faeroe Islands,376,,,,,83,,,,1699
Faeroe Islands,377,,,,,83,,,,1699
Faeroe Islands,378,,,,,83,,,,1699
Faeroe Islands,379,,,,,83,,,,1699
Faeroe Islands,380,,,,,83,,,,1699
Faeroe Islands,381,,,,,83,,,,1699
Faeroe Islands,382,4657,4051,606,,83,9.53,8.29,1.24,1699
Finland,345,1767,,,,,0.03,,,
Finland,346,,,,,459,,,,83
Finland,347,,,,,459,,,,83
Finland,348,,,,,459,,,,83
Finland,349,3604,,,,459,0.07,,,83
Finland,350,5445,,,1841,736,0.1,,,133
Finland,351,,,,,839,,,,151
Finland,352,8155,,,,913,0.15,,,165
Finland,353,11135,,,2980,1273,0.2,,,230
Finland,354,,,,,1353,,,,244
Finland,355,,,,,1433,,,,259
Finland,356,14196,,,,1513,0.26,,,273
Finland,357,17617,,,3421,1739,0.32,,,314
Finland,358,23126,,,5509,2332,0.42,,,421
Finland,359,33033,,,9907,3554,0.6,,,641
Finland,360,43143,,,10110,4573,0.78,,,825
Finland,361,,,,,4971,,,,897
Finland,362,,,,,5369,,,,969
Finland,363,54568,,,,5767,0.98,,,1041
Finland,364,55824,,,1256,5458,1.01,,,985
Finland,365,62061,,,6237,5562,1.12,,,1004
Finland,366,78300,,,16239,6467,1.41,,,1167
Finland,367,91260,,,12960,6874,1.65,,,1241
Finland,368,,,,,7253,,,,1309
Finland,369,,,,,7633,,,,1378
Finland,370,110651,106098,4553,,8012,2,1.91,0.08,1446
Finland,371,117007,110047,6960,6356,8740,2.11,1.99,0.13,1577
Finland,372,126910,117555,9355,9903,9264,2.29,2.12,0.17,1672
Finland,373,138323,127783,10540,11413,8575,2.5,2.31,0.19,1548
Finland,374,151790,137551,14239,13467,8647,2.74,2.48,0.26,1561
Finland,375,162277,144520,17757,10487,9222,2.93,2.61,0.32,1664
Finland,376,,,,,8404,,,,1517
Finland,377,163760,145557,18203,,7587,2.96,2.63,0.33,1369
Finland,378,163973,145770,18203,213,6709,2.96,2.63,0.33,1211
Finland,379,173372,149951,23421,9399,6637,3.13,2.71,0.42,1198
Finland,380,193917,159624,34293,20545,7942,3.5,2.88,0.62,1433
Finland,381,207303,164636,42667,13386,7930,3.74,2.97,0.77,1431
Finland,382,217844,169194,48650,10541,7938,3.93,3.05,0.88,1433
France,341,13,13,,,,0,0,,
France,342,52,52,,39,39,0,0,,1
France,343,138,138,,86,62,0,0,,1
France,344,237,237,,99,75,0,0,,1
France,345,316,316,,79,76,0,0,,1
France,346,325,325,,9,62,0,0,,1
France,347,367,367,,42,59,0,0,,1
France,348,441,441,,74,61,0,0,,1
France,349,1800,1800,,1359,250,0,0,,4
France,350,6744,6744,,4944,944,0.01,0.01,,14
France,351,17064,17064,,10320,2404,0.03,0.03,,35
France,352,43282,43282,,26218,6138,0.06,0.06,,90
France,353,76022,76022,,32740,10814,0.11,0.11,,159
France,354,86315,86315,,10293,12278,0.13,0.13,,181
France,355,91629,91629,,5314,13027,0.14,0.14,,192
France,356,125412,125412,,33783,17659,0.18,0.18,,260
France,357,179119,179119,,53707,24625,0.26,0.26,,363
France,358,235786,235786,,56667,31246,0.35,0.35,,461
France,359,306206,306206,,70420,37561,0.45,0.45,,554
France,360,364846,364846,,58640,41261,0.54,0.54,,608
France,361,382326,382326,,17480,42287,0.56,0.56,,623
France,362,391910,391910,,9584,42897,0.58,0.58,,632
France,363,468073,468073,,76163,48952,0.69,0.69,,722
France,364,585735,585735,,117662,58088,0.86,0.86,,856
France,365,708973,708973,,123238,67598,1.05,1.05,,997
France,366,850380,850380,,141407,77739,1.25,1.25,,1146
France,367,959716,959716,,109336,84981,1.41,1.41,,1253
France,368,995147,995147,,35431,87546,1.47,1.47,,1291
France,369,1003968,1003968,,8821,87437,1.48,1.48,,1289
France,370,1075045,1075045,,71077,86710,1.58,1.58,,1278
France,371,1171264,1165852,5412,96219,83647,1.73,1.72,0.01,1233
France,372,1274711,1262972,11739,103447,80820,1.88,1.86,0.02,1191
France,373,1396881,1372680,24201,122170,78072,2.06,2.02,0.04,1151
France,374,1494643,1453325,41318,97762,76418,2.2,2.14,0.06,1127
France,375,1525377,1479909,45468,30734,75747,2.25,2.18,0.07,1117
France,376,1533630,1486493,47137,8253,75666,2.26,2.19,0.07,1115
France,377,1609072,1541079,67993,75442,76290,2.37,2.27,0.1,1125
France,378,1717385,1615088,102297,108313,78017,2.53,2.38,0.15,1150
France,379,1825982,1687026,138956,108597,78753,2.69,2.49,0.2,1161
France,380,1962126,1772602,189524,136144,80749,2.89,2.61,0.28,1190
France,381,2077037,1843763,233274,114911,83199,3.06,2.72,0.34,1226
Germany,341,23900,23900,,,,0.03,0.03,,
Germany,342,43734,43734,,19834,19834,0.05,0.05,,237
Germany,343,87148,87148,,43414,31624,0.1,0.1,,377
Germany,344,144903,144903,,57755,40334,0.17,0.17,,481
Germany,345,182960,182960,,38057,39765,0.22,0.22,,475
Germany,346,207452,207452,,24492,36710,0.25,0.25,,438
Germany,347,258223,258223,,50771,39054,0.31,0.31,,466
Germany,348,283420,283420,,25197,37074,0.34,0.34,,442
Germany,349,332306,332306,,48886,41225,0.4,0.4,,492
Germany,350,384445,384445,,52139,42471,0.46,0.46,,507
Germany,351,442766,442766,,58321,42552,0.53,0.53,,508
Germany,352,501341,501341,,58575,45483,0.6,0.6,,543
Germany,353,561291,561291,,59950,50548,0.67,0.67,,603
Germany,354,617700,617700,,56409,51354,0.74,0.74,,613
Germany,355,650941,650941,,33241,52503,0.78,0.78,,627
Germany,356,716531,716531,,65590,54889,0.86,0.86,,655
Germany,357,798423,798423,,81892,59140,0.95,0.95,,706
Germany,358,896773,896773,,98350,64858,1.07,1.07,,774
Germany,359,997203,997072,131,100430,70837,1.19,1.19,0,845
Germany,360,1089972,1089401,571,92769,75526,1.3,1.3,0,901
Germany,361,1146769,1145766,1003,56797,75581,1.37,1.37,0,902
Germany,362,1191597,1176986,14611,44828,77237,1.42,1.4,0.02,922
Germany,363,1265746,1234700,31046,74149,78459,1.51,1.47,0.04,936
Germany,364,1359733,1301469,58264,93987,80187,1.62,1.55,0.07,957
Germany,365,1487796,1379142,108654,128063,84432,1.78,1.65,0.13,1008
Germany,366,1582170,1439022,143148,94374,83567,1.89,1.72,0.17,997
Germany,367,1696053,1522398,173655,113883,86583,2.02,1.82,0.21,1033
Germany,368,1786894,1570586,216308,90841,91446,2.13,1.87,0.26,1091
Germany,369,1852366,1608482,243884,65472,94396,2.21,1.92,0.29,1127
Germany,370,1948538,1665731,282807,96172,97542,2.33,1.99,0.34,1164
Germany,371,2050036,1718781,331255,101498,98615,2.45,2.05,0.4,1177
Germany,372,2160609,1772540,388069,110573,96116,2.58,2.12,0.46,1147
Germany,373,2259749,1823978,435771,99140,96797,2.7,2.18,0.52,1155
Germany,374,2368047,1880316,487731,108298,95999,2.83,2.24,0.58,1146
Germany,375,2452659,1918568,534091,84612,95109,2.93,2.29,0.64,1135
Germany,376,2514878,1949712,565166,62219,94645,3,2.33,0.67,1130
Germany,377,2627298,1997463,629835,112420,96966,3.14,2.38,0.75,1157
Germany,378,2750197,2052342,697855,122899,100023,3.28,2.45,0.83,1194
Germany,379,2879446,2104895,774551,129249,102691,3.44,2.51,0.92,1226
Germany,380,3005100,2162961,842139,125654,106479,3.59,2.58,1.01,1271
Germany,381,3116122,2212851,903271,111022,106868,3.72,2.64,1.08,1276
Gibraltar,355,420,420,,,,1.25,1.25,,
Gibraltar,356,1445,1445,,1025,1025,4.29,4.29,,30424
Gibraltar,357,2501,2501,,1056,1040,7.42,7.42,,30869
Gibraltar,358,,,,,986,,,,29266
Gibraltar,359,,,,,959,,,,28465
Gibraltar,360,5135,5135,,,943,15.24,15.24,,27990
Gibraltar,361,5847,5847,,712,904,17.35,17.35,,26832
Gibraltar,362,5847,5847,,0,775,17.35,17.35,,23003
Gibraltar,363,6435,6435,,588,713,19.1,19.1,,21163
Gibraltar,364,7017,7017,,582,645,20.83,20.83,,19145
Gibraltar,365,7017,7017,,0,520,20.83,20.83,,15434
Gibraltar,366,7947,7947,,930,527,23.59,23.59,,15642
Gibraltar,367,8877,8877,,930,535,26.35,26.35,,15880
Gibraltar,368,9807,9807,,930,566,29.11,29.11,,16800
Gibraltar,369,10341,10341,,534,642,30.69,30.69,,19056
Gibraltar,370,10539,10539,,198,586,31.28,31.28,,17393
Gibraltar,371,11073,11073,,534,579,32.87,32.87,,17186
Gibraltar,372,11607,11073,,534,656,34.45,32.87,,19471
Gibraltar,373,12332,12332,,725,626,36.6,36.6,,18581
Gibraltar,374,12866,12866,,534,570,38.19,38.19,,16918
Gibraltar,375,12866,12866,,0,437,38.19,38.19,,12971
Gibraltar,376,13286,12886,400,420,421,39.43,38.25,1.19,12496
Gibraltar,377,14299,12974,1325,1013,537,42.44,38.51,3.93,15939
Gibraltar,378,15391,13071,2320,1092,617,45.68,38.8,6.89,18313
Gibraltar,379,16177,13166,3011,786,653,48.02,39.08,8.94,19382
Gibraltar,380,17189,13246,3943,1012,694,51.02,39.32,11.7,20599
Gibraltar,381,18274,13398,4876,1085,773,54.24,39.77,14.47,22944
Greece,342,447,447,,,,0,0,,
Greece,343,1077,1077,,630,630,0.01,0.01,,60
Greece,344,1722,1722,,645,638,0.02,0.02,,61
Greece,345,2339,2339,,617,631,0.02,0.02,,61
Greece,346,2603,2603,,264,539,0.02,0.02,,52
Greece,347,3149,3149,,546,540,0.03,0.03,,52
Greece,348,3869,3869,,720,570,0.04,0.04,,55
Greece,349,10327,10327,,6458,1411,0.1,0.1,,135
Greece,350,16631,16631,,6304,2222,0.16,0.16,,213
Greece,351,20616,20616,,3985,2699,0.2,0.2,,259
Greece,352,26445,26445,,5829,3444,0.25,0.25,,330
Greece,353,35272,35272,,8827,4667,0.34,0.34,,448
Greece,354,40427,40427,,5155,5325,0.39,0.39,,511
Greece,355,44645,44645,,4218,5825,0.43,0.43,,559
Greece,356,50045,50045,,5400,5674,0.48,0.48,,544
Greece,357,56475,56475,,6430,5692,0.54,0.54,,546
Greece,358,64932,64932,,8457,6331,0.62,0.62,,607
Greece,359,70960,70960,,6028,6359,0.68,0.68,,610
Greece,360,75412,75412,,4452,5734,0.72,0.72,,550
Greece,361,80391,80389,2,4979,5709,0.77,0.77,0,548
Greece,362,,,,,5500,,,,528
Greece,363,85898,85475,423,,5122,0.82,0.82,0,491
Greece,364,94454,93382,1072,8556,5426,0.91,0.9,0.01,521
Greece,365,109831,108167,1664,15377,6414,1.05,1.04,0.02,615
Greece,366,125928,123667,2261,16097,7853,1.21,1.19,0.02,753
Greece,367,143877,141298,2579,17949,9781,1.38,1.36,0.02,938
Greece,368,160101,156966,3135,16224,11387,1.54,1.51,0.03,1092
Greece,369,,,,,12412,,,,1191
Greece,370,179951,171890,8061,,13436,1.73,1.65,0.08,1289
Greece,371,197755,184610,13145,17804,14757,1.9,1.77,0.13,1416
Greece,372,216040,198161,17879,18285,15173,2.07,1.9,0.17,1456
Greece,373,234285,210488,23797,18245,15480,2.25,2.02,0.23,1485
Greece,374,253363,220621,32742,19078,15641,2.43,2.12,0.31,1501
Greece,375,271287,232399,38888,17924,15884,2.6,2.23,0.37,1524
Greece,376,,,,,16075,,,,1542
Greece,377,293817,247251,46566,,16267,2.82,2.37,0.45,1561
Greece,378,315628,261543,54085,21811,16839,3.03,2.51,0.52,1616
Greece,379,338122,276103,62019,22494,17440,3.24,2.65,0.6,1673
Greece,380,359723,291259,68464,21601,17920,3.45,2.79,0.66,1719
Greece,381,380136,306441,73695,20413,18110,3.65,2.94,0.71,1737
Greece,382,397857,318097,79760,17721,18081,3.82,3.05,0.77,1735
Greenland,372,2584,2584,,,,4.55,4.55,,
Guernsey,369,6673,6151,522,,,9.95,9.17,0.78,
Hungary,342,1094,,,,,0.01,,,
Hungary,343,2461,,,1367,1367,0.03,,,142
Hungary,344,3789,,,1328,1348,0.04,,,140
Hungary,345,5110,,,1321,1339,0.05,,,139
Hungary,346,,,,,1578,,,,163
Hungary,347,,,,,1722,,,,178
Hungary,348,12000,,,,1818,0.12,,,188
Hungary,349,15000,,,3000,1987,0.16,,,206
Hungary,350,21000,,,6000,2648,0.22,,,274
Hungary,351,31500,,,10500,3959,0.33,,,410
Hungary,352,42549,,,11049,5348,0.44,,,554
