Entity,Code,Date,"Deaths, 2020, all ages","Average deaths, 2015–2019, all ages"
Netherlands,NLD,2020-01-05,3102,3282
Netherlands,NLD,2020-01-12,3364,3354
Netherlands,NLD,2020-01-19,3154,3290
Netherlands,NLD,2020-01-26,3044,3337
Netherlands,NLD,2020-02-02,3160,3310
Netherlands,NLD,2020-02-09,3193,3291
Netherlands,NLD,2020-02-16,3198,3334
Netherlands,NLD,2020-02-23,2957,3389
Netherlands,NLD,2020-03-01,3095,3310
Netherlands,NLD,2020-03-08,3102,3340
Netherlands,NLD,2020-03-15,3216,3192
Netherlands,NLD,2020-03-22,3612,3068
Netherlands,NLD,2020-03-29,4458,3043
Netherlands,NLD,2020-04-05,5084,2912
Netherlands,NLD,2020-04-12,4974,2847
Netherlands,NLD,2020-04-19,4298,2833
Netherlands,NLD,2020-04-26,3903,2796
Netherlands,NLD,2020-05-03,3377,2731
Netherlands,NLD,2020-05-10,2980,2783
Netherlands,NLD,2020-05-17,2772,2725
Netherlands,NLD,2020-05-24,2765,2721
Netherlands,NLD,2020-05-31,2720,2712
Netherlands,NLD,2020-06-07,2680,2645
Netherlands,NLD,2020-06-14,2686,2631
Netherlands,NLD,2020-06-21,2684,2617
Netherlands,NLD,2020-06-28,2656,2662
Netherlands,NLD,2020-07-05,2626,2740
Netherlands,NLD,2020-07-12,2596,2635
Netherlands,NLD,2020-07-19,2496,2658
Netherlands,NLD,2020-07-26,2670,2688
Netherlands,NLD,2020-08-02,2658,2600
Netherlands,NLD,2020-08-09,2634,2629
Netherlands,NLD,2020-08-16,3203,2573
Netherlands,NLD,2020-08-23,2836,2602
Netherlands,NLD,2020-08-30,2720,2603
Netherlands,NLD,2020-09-06,2668,2568
Netherlands,NLD,2020-09-13,2718,2644
Netherlands,NLD,2020-09-20,2683,2627
New Zealand,NZL,2020-01-05,591,569
New Zealand,NZL,2020-01-12,581,588
New Zealand,NZL,2020-01-19,641,574
New Zealand,NZL,2020-01-26,609,584
New Zealand,NZL,2020-02-02,615,573
New Zealand,NZL,2020-02-09,588,567
New Zealand,NZL,2020-02-16,618,553
New Zealand,NZL,2020-02-23,621,569
New Zealand,NZL,2020-03-01,594,576
New Zealand,NZL,2020-03-08,612,578
New Zealand,NZL,2020-03-15,600,588
New Zealand,NZL,2020-03-22,618,582
New Zealand,NZL,2020-03-29,613,594
New Zealand,NZL,2020-04-05,628,591
New Zealand,NZL,2020-04-12,650,585
New Zealand,NZL,2020-04-19,664,616
New Zealand,NZL,2020-04-26,632,606
New Zealand,NZL,2020-05-03,559,611
New Zealand,NZL,2020-05-10,629,632
New Zealand,NZL,2020-05-17,615,612
New Zealand,NZL,2020-05-24,608,636
New Zealand,NZL,2020-05-31,600,660
New Zealand,NZL,2020-06-07,619,670
New Zealand,NZL,2020-06-14,644,666
New Zealand,NZL,2020-06-21,638,681
New Zealand,NZL,2020-06-28,620,676
New Zealand,NZL,2020-07-05,619,682
New Zealand,NZL,2020-07-12,615,704
New Zealand,NZL,2020-07-19,693,720
New Zealand,NZL,2020-07-26,684,729
New Zealand,NZL,2020-08-02,670,731
New Zealand,NZL,2020-08-09,644,736
New Zealand,NZL,2020-08-16,633,717
New Zealand,NZL,2020-08-23,651,686
New Zealand,NZL,2020-08-30,599,688
New Zealand,NZL,2020-09-06,623,663
New Zealand,NZL,2020-09-13,613,683
New Zealand,NZL,2020-09-20,573,673
Northern Ireland,,2020-01-05,194,411
Northern Ireland,,2020-01-12,394,400
Northern Ireland,,2020-01-19,411,389
Northern Ireland,,2020-01-26,347,379
Northern Ireland,,2020-02-02,323,355
Northern Ireland,,2020-02-09,332,331
Northern Ireland,,2020-02-16,306,317
Northern Ireland,,2020-02-23,297,358
Northern Ireland,,2020-03-01,347,333
Northern Ireland,,2020-03-08,312,346
Northern Ireland,,2020-03-15,324,312
Northern Ireland,,2020-03-22,271,317
Northern Ireland,,2020-03-29,287,308
Northern Ireland,,2020-04-05,434,277
Northern Ireland,,2020-04-12,435,300
Northern Ireland,,2020-04-19,424,291
Northern Ireland,,2020-04-26,470,299
Northern Ireland,,2020-05-03,427,298
Northern Ireland,,2020-05-10,336,278
Northern Ireland,,2020-05-17,396,294
Northern Ireland,,2020-05-24,325,293
Northern Ireland,,2020-05-31,316,257
Northern Ireland,,2020-06-07,304,292
Northern Ireland,,2020-06-14,292,284
Northern Ireland,,2020-06-21,290,275
Northern Ireland,,2020-06-28,295,283
Northern Ireland,,2020-07-05,289,279
Northern Ireland,,2020-07-12,275,233
Northern Ireland,,2020-07-19,240,268
Northern Ireland,,2020-07-26,307,281
Northern Ireland,,2020-08-02,273,278
Northern Ireland,,2020-08-09,280,257
Northern Ireland,,2020-08-16,278,264
Northern Ireland,,2020-08-23,313,273
Northern Ireland,,2020-08-30,303,247
Northern Ireland,,2020-09-06,234,259
Northern Ireland,,2020-09-13,322,294
Northern Ireland,,2020-09-20,323,274
Norway,NOR,2020-01-05,861,924
Norway,NOR,2020-01-12,948,918
Norway,NOR,2020-01-19,836,907
Norway,NOR,2020-01-26,862,885
Norway,NOR,2020-02-02,815,895
Norway,NOR,2020-02-09,799,864
Norway,NOR,2020-02-16,857,876
Norway,NOR,2020-02-23,813,868
Norway,NOR,2020-03-01,838,877
Norway,NOR,2020-03-08,799,868
Norway,NOR,2020-03-15,824,828
Norway,NOR,2020-03-22,808,817
Norway,NOR,2020-03-29,855,781
Norway,NOR,2020-04-05,832,799
Norway,NOR,2020-04-12,840,786
Norway,NOR,2020-04-19,814,766
Norway,NOR,2020-04-26,775,780
Norway,NOR,2020-05-03,752,742
Norway,NOR,2020-05-10,741,736
Norway,NOR,2020-05-17,685,725
Norway,NOR,2020-05-24,740,732
Norway,NOR,2020-05-31,662,714
Norway,NOR,2020-06-07,677,714
Norway,NOR,2020-06-14,728,723
Norway,NOR,2020-06-21,738,724
Norway,NOR,2020-06-28,683,734
Norway,NOR,2020-07-05,694,749
Norway,NOR,2020-07-12,665,718
Norway,NOR,2020-07-19,750,723
Norway,NOR,2020-07-26,728,722
Norway,NOR,2020-08-02,742,693
Norway,NOR,2020-08-09,732,718
Norway,NOR,2020-08-16,728,709
Norway,NOR,2020-08-23,739,717
Norway,NOR,2020-08-30,689,733
Norway,NOR,2020-09-06,699,724
Norway,NOR,2020-09-13,755,708
Norway,NOR,2020-09-20,715,721
Norway,NOR,2020-09-27,596,738
Poland,POL,2020-01-05,8438,8504
Poland,POL,2020-01-12,8237,8513
Poland,POL,2020-01-19,8056,8539
Poland,POL,2020-01-26,8014,8615
Poland,POL,2020-02-02,8554,8872
Poland,POL,2020-02-09,8342,8820
Poland,POL,2020-02-16,8620,8878
Poland,POL,2020-02-23,8470,8790
Poland,POL,2020-03-01,8469,8788
Poland,POL,2020-03-08,8359,8629
Poland,POL,2020-03-15,8404,8408
Poland,POL,2020-03-22,8315,8275
Poland,POL,2020-03-29,8143,8146
Poland,POL,2020-04-05,7987,7957
Poland,POL,2020-04-12,7986,7804
Poland,POL,2020-04-19,8177,7607
Poland,POL,2020-04-26,7736,7617
Poland,POL,2020-05-03,7754,7425
Poland,POL,2020-05-10,7569,7285
Poland,POL,2020-05-17,7549,7167
Poland,POL,2020-05-24,7537,7265
Poland,POL,2020-05-31,7626,7238
Poland,POL,2020-06-07,7798,7207
Poland,POL,2020-06-14,7730,7194
Poland,POL,2020-06-21,7387,7161
Poland,POL,2020-06-28,7359,7004
Portugal,PRT,2020-01-05,2498,2794
Portugal,PRT,2020-01-12,2654,2808
Portugal,PRT,2020-01-19,2762,2859
Portugal,PRT,2020-01-26,2662,2826
Portugal,PRT,2020-02-02,2678,2687
Portugal,PRT,2020-02-09,2476,2647
Portugal,PRT,2020-02-16,2274,2643
Portugal,PRT,2020-02-23,2356,2508
Portugal,PRT,2020-03-01,2299,2463
Portugal,PRT,2020-03-08,2174,2338
Portugal,PRT,2020-03-15,2343,2276
Portugal,PRT,2020-03-22,2431,2212
Portugal,PRT,2020-03-29,2536,2161
Portugal,PRT,2020-04-05,2650,2185
Portugal,PRT,2020-04-12,2603,2108
Portugal,PRT,2020-04-19,2382,2009
Portugal,PRT,2020-04-26,2304,1989
Portugal,PRT,2020-05-03,2157,1975
Portugal,PRT,2020-05-10,2160,1919
Portugal,PRT,2020-05-17,2051,1957
Portugal,PRT,2020-05-24,2056,1917
Portugal,PRT,2020-05-31,2325,1916
Portugal,PRT,2020-06-07,2015,1879
Portugal,PRT,2020-06-14,1867,1874
Portugal,PRT,2020-06-21,1935,1984
Portugal,PRT,2020-06-28,2117,1852
Portugal,PRT,2020-07-05,2053,1811
Portugal,PRT,2020-07-12,2218,1843
Portugal,PRT,2020-07-19,2638,1835
Portugal,PRT,2020-07-26,2426,1854
Portugal,PRT,2020-08-02,2203,1902
Portugal,PRT,2020-08-09,2070,1936
Portugal,PRT,2020-08-16,1919,1821
Portugal,PRT,2020-08-23,1990,1912
Portugal,PRT,2020-08-30,2046,1790
Portugal,PRT,2020-09-06,2001,1844
Portugal,PRT,2020-09-13,2144,1787
Scotland,,2020-01-05,1161,1276
Scotland,,2020-01-12,1567,1560
Scotland,,2020-01-19,1322,1382
Scotland,,2020-01-26,1226,1317
Scotland,,2020-02-02,1188,1280
Scotland,,2020-02-09,1216,1254
Scotland,,2020-02-16,1162,1259
Scotland,,2020-02-23,1162,1247
Scotland,,2020-03-01,1171,1165
Scotland,,2020-03-08,1208,1229
Scotland,,2020-03-15,1198,1169
Scotland,,2020-03-22,1196,1120
Scotland,,2020-03-29,1079,1118
Scotland,,2020-04-05,1744,1098
Scotland,,2020-04-12,1978,1100
Scotland,,2020-04-19,1916,1067
Scotland,,2020-04-26,1836,1087
Scotland,,2020-05-03,1679,1079
Scotland,,2020-05-10,1435,1034
Scotland,,2020-05-17,1421,1064
Scotland,,2020-05-24,1226,1045
Scotland,,2020-05-31,1128,1017
Scotland,,2020-06-07,1093,1056
Scotland,,2020-06-14,1034,1000
Scotland,,2020-06-21,1065,1019
Scotland,,2020-06-28,1008,1026
Scotland,,2020-07-05,983,1018
Scotland,,2020-07-12,976,1025
Scotland,,2020-07-19,1033,996
Scotland,,2020-07-26,961,977
Scotland,,2020-08-02,1043,994
Scotland,,2020-08-09,1011,1003
Scotland,,2020-08-16,922,992
Scotland,,2020-08-23,1046,999
Scotland,,2020-08-30,1029,983
Scotland,,2020-09-06,1050,988
Scotland,,2020-09-13,1056,1008
Slovakia,SVK,2020-01-05,1090,1159
Slovakia,SVK,2020-01-12,1102,1158
Slovakia,SVK,2020-01-19,1082,1200
Slovakia,SVK,2020-01-26,1102,1160
Slovakia,SVK,2020-02-02,1152,1221
Slovakia,SVK,2020-02-09,1096,1193
Slovakia,SVK,2020-02-16,1177,1188
Slovakia,SVK,2020-02-23,1084,1190
Slovakia,SVK,2020-03-01,1147,1192
Slovakia,SVK,2020-03-08,1120,1146
Slovakia,SVK,2020-03-15,1112,1102
Slovakia,SVK,2020-03-22,1185,1080
Slovakia,SVK,2020-03-29,1049,1051
Slovakia,SVK,2020-04-05,1077,1016
Slovakia,SVK,2020-04-12,993,1046
Slovakia,SVK,2020-04-19,953,1005
Slovakia,SVK,2020-04-26,972,1009
Slovakia,SVK,2020-05-03,963,979
Slovakia,SVK,2020-05-10,990,954
Slovakia,SVK,2020-05-17,972,944
Slovakia,SVK,2020-05-24,946,961
Slovakia,SVK,2020-05-31,900,954
Slovakia,SVK,2020-06-07,951,922
Slovakia,SVK,2020-06-14,965,972
Slovakia,SVK,2020-06-21,893,955
Slovakia,SVK,2020-06-28,923,927
Slovakia,SVK,2020-07-05,965,937
Slovakia,SVK,2020-07-12,958,942
Slovakia,SVK,2020-07-19,932,948
Slovakia,SVK,2020-07-26,942,1023
Slovakia,SVK,2020-08-02,949,976
Slovakia,SVK,2020-08-09,1000,964
Slovakia,SVK,2020-08-16,904,961
Slovakia,SVK,2020-08-23,888,935
Slovakia,SVK,2020-08-30,907,954
Slovenia,SVN,2020-01-05,419,442
Slovenia,SVN,2020-01-12,426,456
Slovenia,SVN,2020-01-19,429,466
Slovenia,SVN,2020-01-26,454,475
Slovenia,SVN,2020-02-02,474,487
Slovenia,SVN,2020-02-09,447,459
Slovenia,SVN,2020-02-16,499,462
Slovenia,SVN,2020-02-23,439,453
Slovenia,SVN,2020-03-01,430,460
Slovenia,SVN,2020-03-08,422,409
Slovenia,SVN,2020-03-15,434,439
Slovenia,SVN,2020-03-22,442,418
Slovenia,SVN,2020-03-29,388,425
Slovenia,SVN,2020-04-05,381,401
Slovenia,SVN,2020-04-12,423,369
Slovenia,SVN,2020-04-19,433,399
Slovenia,SVN,2020-04-26,391,380
Slovenia,SVN,2020-05-03,355,364
Slovenia,SVN,2020-05-10,380,361
Slovenia,SVN,2020-05-17,353,355
Slovenia,SVN,2020-05-24,404,354
Slovenia,SVN,2020-05-31,327,350
Slovenia,SVN,2020-06-07,343,346
Slovenia,SVN,2020-06-14,376,340
Slovenia,SVN,2020-06-21,373,345
Slovenia,SVN,2020-06-28,406,325
Slovenia,SVN,2020-07-05,369,354
Slovenia,SVN,2020-07-12,324,344
Slovenia,SVN,2020-07-19,347,354
Slovenia,SVN,2020-07-26,365,367
South Korea,KOR,2020-01-05,6424,6090
South Korea,KOR,2020-01-12,6297,6125
South Korea,KOR,2020-01-19,6373,6087
South Korea,KOR,2020-01-26,6458,6010
South Korea,KOR,2020-02-02,6411,6014
South Korea,KOR,2020-02-09,6409,5854
South Korea,KOR,2020-02-16,6137,5855
South Korea,KOR,2020-02-23,5950,5901
South Korea,KOR,2020-03-01,5987,5870
South Korea,KOR,2020-03-08,5933,5798
South Korea,KOR,2020-03-15,5905,5716
South Korea,KOR,2020-03-22,5823,5612
South Korea,KOR,2020-03-29,5682,5595
South Korea,KOR,2020-04-05,5610,5601
South Korea,KOR,2020-04-12,5836,5448
South Korea,KOR,2020-04-19,5713,5517
South Korea,KOR,2020-04-26,5539,5365
South Korea,KOR,2020-05-03,5942,5466
South Korea,KOR,2020-05-10,5499,5353
South Korea,KOR,2020-05-17,5402,5373
South Korea,KOR,2020-05-24,5460,5269
South Korea,KOR,2020-05-31,5343,5312
South Korea,KOR,2020-06-07,5594,5187
South Korea,KOR,2020-06-14,5483,5126
South Korea,KOR,2020-06-21,5385,5170
South Korea,KOR,2020-06-28,5356,5113
South Korea,KOR,2020-07-05,5347,5094
South Korea,KOR,2020-07-12,5125,5053
South Korea,KOR,2020-07-19,5339,5045
South Korea,KOR,2020-07-26,5402,5173
South Korea,KOR,2020-08-02,5336,5269
South Korea,KOR,2020-08-09,4773,5248
South Korea,KOR,2020-08-16,4272,5103
South Korea,KOR,2020-08-23,3672,5144
South Korea,KOR,2020-08-30,1896,5132
Spain,ESP,2020-01-05,8902,9864
Spain,ESP,2020-01-12,9614,10285
Spain,ESP,2020-01-19,10109,10463
Spain,ESP,2020-01-26,9607,10130
Spain,ESP,2020-02-02,9647,10000
Spain,ESP,2020-02-09,9400,9718
Spain,ESP,2020-02-16,8986,9563
Spain,ESP,2020-02-23,8510,9357
Spain,ESP,2020-03-01,7998,9118
Spain,ESP,2020-03-08,8650,8816
Spain,ESP,2020-03-15,9281,8513
Spain,ESP,2020-03-22,12673,8237
Spain,ESP,2020-03-29,19219,8273
Spain,ESP,2020-04-05,20652,8118
Spain,ESP,2020-04-12,17229,7987
Spain,ESP,2020-04-19,13131,7786
Spain,ESP,2020-04-26,10343,7683
Spain,ESP,2020-05-03,8832,7518
Spain,ESP,2020-05-10,8590,7556
Spain,ESP,2020-05-17,7590,7523
Spain,ESP,2020-05-24,7658,7432
Spain,ESP,2020-05-31,7216,7274
Spain,ESP,2020-06-07,7210,7326
Spain,ESP,2020-06-14,6945,7255
Spain,ESP,2020-06-21,7156,7446
Spain,ESP,2020-06-28,7638,7371
Spain,ESP,2020-07-05,7746,7632
Spain,ESP,2020-07-12,7844,7562
Spain,ESP,2020-07-19,7712,7456
Spain,ESP,2020-07-26,7922,7364
Spain,ESP,2020-08-02,8617,7446
Spain,ESP,2020-08-09,8521,7391
Spain,ESP,2020-08-16,8275,7121
Spain,ESP,2020-08-23,7986,7025
Spain,ESP,2020-08-30,8032,6978
Spain,ESP,2020-09-06,7853,6856
Spain,ESP,2020-09-13,8128,6759
Spain,ESP,2020-09-20,8150,6962
Spain,ESP,2020-09-27,7726,7110
Sweden,SWE,2020-01-05,1820,1975
Sweden,SWE,2020-01-12,1890,1953
Sweden,SWE,2020-01-19,1828,1947
Sweden,SWE,2020-01-26,1730,1924
Sweden,SWE,2020-02-02,1847,1887
Sweden,SWE,2020-02-09,1727,1890
Sweden,SWE,2020-02-16,1825,1927
Sweden,SWE,2020-02-23,1776,1991
Sweden,SWE,2020-03-01,1778,1977
Sweden,SWE,2020-03-08,1826,1915
Sweden,SWE,2020-03-15,1730,1900
Sweden,SWE,2020-03-22,1864,1798
Sweden,SWE,2020-03-29,2039,1821
Sweden,SWE,2020-04-05,2382,1804
Sweden,SWE,2020-04-12,2569,1747
Sweden,SWE,2020-04-19,2525,1761
Sweden,SWE,2020-04-26,2267,1695
Sweden,SWE,2020-05-03,2238,1649
Sweden,SWE,2020-05-10,2182,1637
Sweden,SWE,2020-05-17,1986,1572
Sweden,SWE,2020-05-24,1918,1562
Sweden,SWE,2020-05-31,1656,1562
Sweden,SWE,2020-06-07,1749,1537
Sweden,SWE,2020-06-14,1721,1525
Sweden,SWE,2020-06-21,1668,1536
Sweden,SWE,2020-06-28,1669,1560
Sweden,SWE,2020-07-05,1562,1579
Sweden,SWE,2020-07-12,1570,1567
Sweden,SWE,2020-07-19,1511,1573
Sweden,SWE,2020-07-26,1533,1562
Sweden,SWE,2020-08-02,1544,1582
Sweden,SWE,2020-08-09,1568,1530
Sweden,SWE,2020-08-16,1511,1528
Sweden,SWE,2020-08-23,1574,1539
Sweden,SWE,2020-08-30,1481,1588
Sweden,SWE,2020-09-06,1506,1572
Sweden,SWE,2020-09-13,1520,1551
Sweden,SWE,2020-09-20,1467,1569
Sweden,SWE,2020-09-27,1388,1593
Switzerland,CHE,2020-01-05,1310,1469
Switzerland,CHE,2020-01-12,1357,1480
Switzerland,CHE,2020-01-19,1408,1489
Switzerland,CHE,2020-01-26,1411,1458
Switzerland,CHE,2020-02-02,1420,1467
Switzerland,CHE,2020-02-09,1385,1502
Switzerland,CHE,2020-02-16,1379,1507
Switzerland,CHE,2020-02-23,1367,1508
Switzerland,CHE,2020-03-01,1344,1521
Switzerland,CHE,2020-03-08,1354,1447
Switzerland,CHE,2020-03-15,1387,1388
Switzerland,CHE,2020-03-22,1525,1340
Switzerland,CHE,2020-03-29,1615,1283
Switzerland,CHE,2020-04-05,1870,1300
Switzerland,CHE,2020-04-12,1637,1235
Switzerland,CHE,2020-04-19,1564,1228
Switzerland,CHE,2020-04-26,1363,1199
Switzerland,CHE,2020-05-03,1244,1228
Switzerland,CHE,2020-05-10,1174,1196
Switzerland,CHE,2020-05-17,1146,1174
Switzerland,CHE,2020-05-24,1184,1207
Switzerland,CHE,2020-05-31,1092,1156
Switzerland,CHE,2020-06-07,1160,1162
Switzerland,CHE,2020-06-14,1142,1138
Switzerland,CHE,2020-06-21,1141,1174
Switzerland,CHE,2020-06-28,1165,1192
Switzerland,CHE,2020-07-05,1161,1191
Switzerland,CHE,2020-07-12,1152,1182
Switzerland,CHE,2020-07-19,1099,1222
Switzerland,CHE,2020-07-26,1135,1192
Switzerland,CHE,2020-08-02,1250,1171
Switzerland,CHE,2020-08-09,1137,1165
Switzerland,CHE,2020-08-16,1194,1164
Switzerland,CHE,2020-08-23,1158,1177
Switzerland,CHE,2020-08-30,1120,1165
Switzerland,CHE,2020-09-06,1064,1168
Switzerland,CHE,2020-09-13,1074,1192
Switzerland,CHE,2020-09-20,1035,1210
United States,USA,2020-01-05,59964,59860
United States,USA,2020-01-12,60469,60813
United States,USA,2020-01-19,59047,59686
United States,USA,2020-01-26,58666,58575
United States,USA,2020-02-02,58450,57936
United States,USA,2020-02-09,59170,58203
United States,USA,2020-02-16,58602,57671
United States,USA,2020-02-23,58616,57027
United States,USA,2020-03-01,59053,56677
United States,USA,2020-03-08,59420,56977
United States,USA,2020-03-15,58414,56115
United States,USA,2020-03-22,58984,55759
United States,USA,2020-03-29,62738,54877
United States,USA,2020-04-05,71972,54818
United States,USA,2020-04-12,78760,54346
United States,USA,2020-04-19,76454,53507
United States,USA,2020-04-26,73520,52655
United States,USA,2020-05-03,68929,52617
United States,USA,2020-05-10,66536,52037
United States,USA,2020-05-17,64202,51554
United States,USA,2020-05-24,61275,51074
United States,USA,2020-05-31,59329,50883
United States,USA,2020-06-07,58499,51097
United States,USA,2020-06-14,57615,50890
United States,USA,2020-06-21,57525,50644
United States,USA,2020-06-28,57991,50488
United States,USA,2020-07-05,59190,50773
United States,USA,2020-07-12,61094,50322
United States,USA,2020-07-19,62083,50165
United States,USA,2020-07-26,62801,49894
United States,USA,2020-08-02,62103,49966
United States,USA,2020-08-09,61740,50062
United States,USA,2020-08-16,60784,49838
United States,USA,2020-08-23,58130,49773
United States,USA,2020-08-30,55461,50118
United States,USA,2020-09-06,52407,50363
United States,USA,2020-09-13,48743,50597
