Entity,Code,Date,"Excess mortality P-scores, ages 15–64","Excess mortality P-scores, ages 65–74","Excess mortality P-scores, ages 75–84","Excess mortality P-scores, ages 85+"
Italy,ITA,2020-05-10,2,5,4,12
Italy,ITA,2020-05-17,-1,2,1,8
Italy,ITA,2020-05-24,-1,-2,-6,2
Italy,ITA,2020-05-31,-6,0,-10,-1
Italy,ITA,2020-06-07,-12,-6,-9,-2
Italy,ITA,2020-06-14,-11,-11,-11,-8
Italy,ITA,2020-06-21,-10,-6,-12,-1
Italy,ITA,2020-06-28,-8,-7,-4,8
Latvia,LVA,2020-01-05,-15,-12,2,11
Latvia,LVA,2020-01-12,-12,-4,-15,12
Latvia,LVA,2020-01-19,-21,-16,-12,-12
Latvia,LVA,2020-01-26,-17,-9,-12,-1
Latvia,LVA,2020-02-02,-14,-15,-5,-6
Latvia,LVA,2020-02-09,-21,-4,-15,2
Latvia,LVA,2020-02-16,-23,2,-13,-4
Latvia,LVA,2020-02-23,-6,-16,-19,-11
Latvia,LVA,2020-03-01,-27,-34,-35,-19
Latvia,LVA,2020-03-08,-17,-29,-24,-20
Latvia,LVA,2020-03-15,-27,-9,-24,7
Latvia,LVA,2020-03-22,-15,2,-10,2
Latvia,LVA,2020-03-29,-20,-27,-10,5
Latvia,LVA,2020-04-05,-13,-14,0,9
Latvia,LVA,2020-04-12,-25,-7,-13,-13
Latvia,LVA,2020-04-19,-6,15,-4,13
Latvia,LVA,2020-04-26,-12,-13,7,4
Latvia,LVA,2020-05-03,-1,4,8,4
Latvia,LVA,2020-05-10,-11,22,9,9
Latvia,LVA,2020-05-17,10,7,-10,-11
Latvia,LVA,2020-05-24,-12,19,16,5
Latvia,LVA,2020-05-31,-15,2,0,-6
Latvia,LVA,2020-06-07,5,-11,18,-13
Latvia,LVA,2020-06-14,-17,12,12,30
Latvia,LVA,2020-06-21,-5,-5,-7,-6
Latvia,LVA,2020-06-28,-16,-6,-15,21
Latvia,LVA,2020-07-05,32,-3,16,39
Latvia,LVA,2020-07-12,-9,1,-15,-4
Latvia,LVA,2020-07-19,-10,-20,-6,13
Latvia,LVA,2020-07-26,-4,13,-1,-7
Latvia,LVA,2020-08-02,-17,-1,0,22
Latvia,LVA,2020-08-09,-10,-10,1,3
Latvia,LVA,2020-08-16,-9,3,-3,25
Latvia,LVA,2020-08-23,-1,18,12,17
Latvia,LVA,2020-08-30,-4,20,4,5
Latvia,LVA,2020-09-06,-11,4,-6,1
Latvia,LVA,2020-09-13,-22,-7,-1,17
Latvia,LVA,2020-09-20,-13,-8,-4,16
Latvia,LVA,2020-09-27,-23,3,-16,4
Latvia,LVA,2020-10-04,1,-12,15,9
Lithuania,LTU,2020-01-05,-3,-4,-14,-3
Lithuania,LTU,2020-01-12,6,-16,-9,-14
Lithuania,LTU,2020-01-19,-15,-19,-13,-14
Lithuania,LTU,2020-01-26,-15,-15,-13,-13
Lithuania,LTU,2020-02-02,-20,-21,-1,-25
Lithuania,LTU,2020-02-09,0,-22,-19,-16
Lithuania,LTU,2020-02-16,-10,-4,-20,5
Lithuania,LTU,2020-02-23,-18,-18,-32,-14
Lithuania,LTU,2020-03-01,-16,8,-14,0
Lithuania,LTU,2020-03-08,-12,-1,-16,-2
Lithuania,LTU,2020-03-15,-6,-6,-6,-5
Lithuania,LTU,2020-03-22,-3,5,-3,1
Lithuania,LTU,2020-03-29,-10,2,8,12
Lithuania,LTU,2020-04-05,-10,0,-2,1
Lithuania,LTU,2020-04-12,7,16,-15,5
Lithuania,LTU,2020-04-19,5,6,-6,-2
Lithuania,LTU,2020-04-26,7,17,-14,10
Lithuania,LTU,2020-05-03,8,4,-2,2
Lithuania,LTU,2020-05-10,-5,1,-10,-8
Lithuania,LTU,2020-05-17,-9,-1,6,1
Lithuania,LTU,2020-05-24,-9,-15,-9,-1
Lithuania,LTU,2020-05-31,4,9,-8,-3
Lithuania,LTU,2020-06-07,11,-9,-3,-4
Lithuania,LTU,2020-06-14,17,15,8,21
Lithuania,LTU,2020-06-21,-2,15,5,12
Lithuania,LTU,2020-06-28,5,45,0,10
Lithuania,LTU,2020-07-05,-6,8,2,-6
Lithuania,LTU,2020-07-12,5,0,1,-5
Lithuania,LTU,2020-07-19,-2,14,12,8
Lithuania,LTU,2020-07-26,-4,5,-5,8
Lithuania,LTU,2020-08-02,0,9,1,2
Lithuania,LTU,2020-08-09,-4,1,-2,10
Lithuania,LTU,2020-08-16,-2,26,5,5
Lithuania,LTU,2020-08-23,2,9,9,30
Lithuania,LTU,2020-08-30,4,10,-4,0
Lithuania,LTU,2020-09-06,4,14,-23,6
Lithuania,LTU,2020-09-13,18,15,7,1
Lithuania,LTU,2020-09-20,-1,-7,-5,19
Lithuania,LTU,2020-09-27,-3,25,-3,17
Luxembourg,LUX,2020-01-05,-32,-18,-27,-31
Luxembourg,LUX,2020-01-12,0,-44,14,-10
Luxembourg,LUX,2020-01-19,4,-10,8,4
Luxembourg,LUX,2020-01-26,-9,15,-4,-6
Luxembourg,LUX,2020-02-02,-27,-16,2,-10
Luxembourg,LUX,2020-02-09,23,-67,12,-5
Luxembourg,LUX,2020-02-16,-41,3,-30,-34
Luxembourg,LUX,2020-03-01,-13,-38,-22,-3
Luxembourg,LUX,2020-03-15,67,9,-7,-1
Luxembourg,LUX,2020-03-22,-68,19,32,10
Luxembourg,LUX,2020-03-29,25,-1,-1,66
Luxembourg,LUX,2020-04-05,-23,4,3,23
Luxembourg,LUX,2020-04-12,27,84,75,56
Luxembourg,LUX,2020-04-19,-25,13,16,29
Luxembourg,LUX,2020-04-26,13,-18,24,16
Luxembourg,LUX,2020-05-03,-35,-52,10,19
Luxembourg,LUX,2020-05-10,9,56,21,18
Luxembourg,LUX,2020-05-17,-8,10,-26,41
Luxembourg,LUX,2020-05-24,42,-19,-33,19
Luxembourg,LUX,2020-06-07,18,-14,-9,2
Luxembourg,LUX,2020-06-14,5,-38,-7,-8
Luxembourg,LUX,2020-06-21,20,0,16,27
Luxembourg,LUX,2020-06-28,5,67,-61,5
Luxembourg,LUX,2020-07-05,-46,25,-35,28
Luxembourg,LUX,2020-07-12,2,-38,-20,10
Luxembourg,LUX,2020-07-19,-2,60,-22,-8
Luxembourg,LUX,2020-08-02,-5,17,28,28
Luxembourg,LUX,2020-08-09,52,-34,-5,56
Luxembourg,LUX,2020-08-16,8,-3,56,55
Luxembourg,LUX,2020-08-23,-29,70,13,-11
Luxembourg,LUX,2020-08-30,-5,-64,-42,14
Netherlands,NLD,2020-01-05,-13,3,-8,-5
Netherlands,NLD,2020-01-12,0,0,9,-5
Netherlands,NLD,2020-01-19,-3,-2,-1,-8
Netherlands,NLD,2020-01-26,-20,2,-6,-11
Netherlands,NLD,2020-02-02,2,-3,-4,-8
Netherlands,NLD,2020-02-09,-10,0,0,-4
Netherlands,NLD,2020-02-16,-5,3,-4,-6
Netherlands,NLD,2020-02-23,-23,-9,-12,-12
Netherlands,NLD,2020-03-01,-7,-5,-2,-9
Netherlands,NLD,2020-03-08,-13,-5,-4,-9
Netherlands,NLD,2020-03-15,-9,-1,6,1
Netherlands,NLD,2020-03-22,1,25,25,15
Netherlands,NLD,2020-03-29,20,46,62,45
Netherlands,NLD,2020-04-05,20,62,89,90
Netherlands,NLD,2020-04-12,18,55,93,91
Netherlands,NLD,2020-04-19,4,30,60,74
Netherlands,NLD,2020-04-26,12,32,44,49
Netherlands,NLD,2020-05-03,13,16,29,28
Netherlands,NLD,2020-05-10,-5,7,12,7
Netherlands,NLD,2020-05-17,-3,0,-1,6
Netherlands,NLD,2020-05-24,-10,5,4,2
Netherlands,NLD,2020-05-31,-10,2,2,2
Netherlands,NLD,2020-06-07,-5,5,9,-3
Netherlands,NLD,2020-06-14,6,0,3,1
Netherlands,NLD,2020-06-21,-5,9,2,3
Netherlands,NLD,2020-06-28,-8,5,0,0
Netherlands,NLD,2020-07-05,-1,-5,-2,-6
Netherlands,NLD,2020-07-12,-4,2,-2,-1
Netherlands,NLD,2020-07-19,-13,-6,-4,-5
Netherlands,NLD,2020-07-26,0,-1,2,-3
Netherlands,NLD,2020-08-02,-5,3,4,4
Netherlands,NLD,2020-08-09,2,0,1,-2
Netherlands,NLD,2020-08-16,18,17,26,30
Netherlands,NLD,2020-08-23,7,4,11,10
Netherlands,NLD,2020-08-30,-14,6,9,9
Netherlands,NLD,2020-09-06,3,1,4,5
Netherlands,NLD,2020-09-13,-4,6,6,2
Netherlands,NLD,2020-09-20,-5,0,4,5
New Zealand,NZL,2020-01-05,6,5,5,1
New Zealand,NZL,2020-01-12,-4,5,1,-5
New Zealand,NZL,2020-01-19,6,11,15,13
New Zealand,NZL,2020-01-26,-1,5,7,5
New Zealand,NZL,2020-02-02,17,1,5,6
New Zealand,NZL,2020-02-09,4,-7,3,9
New Zealand,NZL,2020-02-16,7,17,16,10
New Zealand,NZL,2020-02-23,5,8,12,10
New Zealand,NZL,2020-03-01,-14,-4,8,14
New Zealand,NZL,2020-03-08,-14,18,13,6
New Zealand,NZL,2020-03-15,3,-4,2,4
New Zealand,NZL,2020-03-22,10,-6,5,11
New Zealand,NZL,2020-03-29,-4,1,7,7
New Zealand,NZL,2020-04-05,-1,8,10,7
New Zealand,NZL,2020-04-12,-6,23,19,10
New Zealand,NZL,2020-04-19,-13,15,15,11
New Zealand,NZL,2020-04-26,2,-6,5,10
New Zealand,NZL,2020-05-03,-14,-9,-5,-8
New Zealand,NZL,2020-05-10,-5,0,1,1
New Zealand,NZL,2020-05-17,3,1,2,-2
New Zealand,NZL,2020-05-24,-5,-1,-2,-7
New Zealand,NZL,2020-05-31,-8,-1,-6,-15
New Zealand,NZL,2020-06-07,-4,-2,-5,-13
New Zealand,NZL,2020-06-14,-9,-9,-2,1
New Zealand,NZL,2020-06-21,-8,-19,-7,1
New Zealand,NZL,2020-06-28,-11,-2,-5,-11
New Zealand,NZL,2020-07-05,-5,2,-6,-18
New Zealand,NZL,2020-07-12,-8,-10,-13,-15
New Zealand,NZL,2020-07-19,-6,2,-1,-7
New Zealand,NZL,2020-07-26,6,11,-5,-20
New Zealand,NZL,2020-08-02,-12,5,-5,-15
New Zealand,NZL,2020-08-09,-16,-5,-9,-16
New Zealand,NZL,2020-08-16,-23,-7,-8,-11
New Zealand,NZL,2020-08-23,-13,-1,-1,-6
New Zealand,NZL,2020-08-30,6,-6,-15,-23
New Zealand,NZL,2020-09-06,-4,-2,-4,-10
New Zealand,NZL,2020-09-13,-11,-9,-8,-12
New Zealand,NZL,2020-09-20,-11,-9,-14,-20
Northern Ireland,,2020-01-05,-55,-56,-46,-55
Northern Ireland,,2020-01-12,-10,-4,14,-8
Northern Ireland,,2020-01-19,13,21,13,-9
Northern Ireland,,2020-01-26,-19,-9,-6,-6
Northern Ireland,,2020-02-02,6,-7,-15,-11
Northern Ireland,,2020-02-09,3,-11,5,2
Northern Ireland,,2020-02-16,-10,-16,-7,5
Northern Ireland,,2020-02-23,-18,-20,-5,-23
Northern Ireland,,2020-03-01,-19,5,23,1
Northern Ireland,,2020-03-08,-4,-10,7,-28
Northern Ireland,,2020-03-15,21,18,9,-15
Northern Ireland,,2020-03-22,-23,-14,-6,-17
Northern Ireland,,2020-03-29,12,-17,6,-19
Northern Ireland,,2020-04-05,92,30,69,49
Northern Ireland,,2020-04-12,69,33,43,46
Northern Ireland,,2020-04-19,22,2,73,59
Northern Ireland,,2020-04-26,27,25,64,86
Northern Ireland,,2020-05-03,7,39,40,68
Northern Ireland,,2020-05-10,15,6,25,31
Northern Ireland,,2020-05-17,17,56,19,49
Northern Ireland,,2020-05-24,-2,35,-10,28
Northern Ireland,,2020-05-31,-5,13,37,35
Northern Ireland,,2020-06-07,7,2,16,-4
Northern Ireland,,2020-06-14,12,8,2,-4
Northern Ireland,,2020-06-21,-14,23,21,-3
Northern Ireland,,2020-06-28,25,-3,-11,9
Northern Ireland,,2020-07-05,28,-11,10,-6
Northern Ireland,,2020-07-12,75,18,0,3
Northern Ireland,,2020-07-19,-10,-31,-9,1
Northern Ireland,,2020-07-26,20,33,7,-4
Northern Ireland,,2020-08-02,16,12,-19,-4
Northern Ireland,,2020-08-09,5,22,14,2
Northern Ireland,,2020-08-16,30,24,-18,6
Northern Ireland,,2020-08-23,32,18,18,4
Northern Ireland,,2020-08-30,12,24,41,15
Northern Ireland,,2020-09-06,-8,-27,-10,0
Northern Ireland,,2020-09-13,29,62,4,-20
Northern Ireland,,2020-09-20,34,-7,21,22
Norway,NOR,2020-01-05,0,-2,-10,-9
Norway,NOR,2020-01-12,4,-1,5,4
Norway,NOR,2020-01-19,-23,3,-4,-9
Norway,NOR,2020-01-26,-12,5,2,-6
Norway,NOR,2020-02-02,7,-8,-10,-13
Norway,NOR,2020-02-09,-10,6,-11,-9
Norway,NOR,2020-02-16,4,2,-8,-1
Norway,NOR,2020-02-23,-5,-11,8,-14
Norway,NOR,2020-03-01,-5,-5,14,-13
Norway,NOR,2020-03-08,-10,3,-9,-10
Norway,NOR,2020-03-15,9,-5,-4,1
Norway,NOR,2020-03-22,14,10,12,-18
Norway,NOR,2020-03-29,14,4,22,3
Norway,NOR,2020-04-05,-7,9,-2,8
Norway,NOR,2020-04-12,-5,-3,21,7
Norway,NOR,2020-04-19,-18,19,3,11
Norway,NOR,2020-04-26,4,11,5,-9
Norway,NOR,2020-05-03,-7,5,18,-7
Norway,NOR,2020-05-10,1,11,11,-11
Norway,NOR,2020-05-17,-12,0,-3,-6
Norway,NOR,2020-05-24,2,2,8,-4
Norway,NOR,2020-05-31,-6,-7,1,-13
Norway,NOR,2020-06-07,9,-5,-9,-7
Norway,NOR,2020-06-14,-10,7,0,2
Norway,NOR,2020-06-21,5,-2,7,0
Norway,NOR,2020-06-28,-17,11,-2,-13
Norway,NOR,2020-07-05,-9,-6,-9,-5
Norway,NOR,2020-07-12,6,-14,-1,-12
Norway,NOR,2020-07-19,-3,11,2,5
Norway,NOR,2020-07-26,-9,9,-3,4
Norway,NOR,2020-08-02,-5,14,7,9
Norway,NOR,2020-08-09,-11,10,3,4
Norway,NOR,2020-08-16,-1,1,7,2
Norway,NOR,2020-08-23,8,-4,0,6
Norway,NOR,2020-08-30,-7,-31,9,-3
Norway,NOR,2020-09-06,-15,-19,2,4
Norway,NOR,2020-09-13,-3,9,21,0
Norway,NOR,2020-09-20,-23,-1,14,-1
Norway,NOR,2020-09-27,-40,-14,-12,-19
Poland,POL,2020-01-05,-12,17,-16,11
Poland,POL,2020-01-12,-15,16,-19,8
Poland,POL,2020-01-19,-18,15,-21,5
Poland,POL,2020-01-26,-18,10,-20,2
Poland,POL,2020-02-02,-18,13,-14,6
Poland,POL,2020-02-09,-18,12,-19,6
Poland,POL,2020-02-16,-16,13,-16,9
Poland,POL,2020-02-23,-17,13,-16,8
Poland,POL,2020-03-01,-19,11,-15,10
Poland,POL,2020-03-08,-15,10,-13,6
Poland,POL,2020-03-15,-15,20,-16,14
Poland,POL,2020-03-22,-14,17,-13,14
Poland,POL,2020-03-29,-15,14,-9,11
Poland,POL,2020-04-05,-14,23,-10,6
Poland,POL,2020-04-12,-12,19,-8,13
Poland,POL,2020-04-19,-8,23,-6,23
Poland,POL,2020-04-26,-10,15,-11,14
Poland,POL,2020-05-03,-9,16,-5,16
Poland,POL,2020-05-10,-6,18,-7,13
Poland,POL,2020-05-17,-7,21,-3,13
Poland,POL,2020-05-24,-7,20,-10,16
Poland,POL,2020-05-31,-5,25,-10,16
Poland,POL,2020-06-07,-5,27,-5,20
Poland,POL,2020-06-14,-10,28,-1,15
Poland,POL,2020-06-21,-13,17,-7,18
Poland,POL,2020-06-28,-8,21,-5,14
Portugal,PRT,2020-01-05,-11,-5,-17,-8
Portugal,PRT,2020-01-12,-2,1,-14,-2
Portugal,PRT,2020-01-19,-1,-4,-13,3
Portugal,PRT,2020-01-26,-13,4,-10,-3
Portugal,PRT,2020-02-02,-4,17,-7,0
Portugal,PRT,2020-02-09,-7,-13,-13,0
Portugal,PRT,2020-02-16,-12,-10,-22,-10
Portugal,PRT,2020-02-23,5,-4,-11,-7
Portugal,PRT,2020-03-01,2,-3,-11,-7
Portugal,PRT,2020-03-08,-10,-2,-11,-4
Portugal,PRT,2020-03-15,8,2,-4,7
Portugal,PRT,2020-03-22,-5,7,7,19
Portugal,PRT,2020-03-29,3,16,12,27
Portugal,PRT,2020-04-05,15,15,15,31
Portugal,PRT,2020-04-12,10,18,21,32
Portugal,PRT,2020-04-19,3,7,19,29
Portugal,PRT,2020-04-26,-2,14,8,29
Portugal,PRT,2020-05-03,-9,8,4,21
Portugal,PRT,2020-05-10,-1,13,7,22
Portugal,PRT,2020-05-17,-9,-7,9,12
Portugal,PRT,2020-05-24,4,-6,1,18
Portugal,PRT,2020-05-31,21,19,12,30
Portugal,PRT,2020-06-07,6,12,-1,13
Portugal,PRT,2020-06-14,-1,-9,-4,6
Portugal,PRT,2020-06-21,1,-1,-7,-1
Portugal,PRT,2020-06-28,11,22,4,21
Portugal,PRT,2020-07-05,28,12,11,11
Portugal,PRT,2020-07-12,-2,11,14,38
Portugal,PRT,2020-07-19,20,13,46,66
Portugal,PRT,2020-07-26,4,17,31,47
Portugal,PRT,2020-08-02,9,11,11,25
Portugal,PRT,2020-08-09,-8,2,4,17
Portugal,PRT,2020-08-16,-2,7,2,10
Portugal,PRT,2020-08-23,-2,-2,-5,16
Portugal,PRT,2020-08-30,5,14,3,28
Portugal,PRT,2020-09-06,-8,8,11,14
Portugal,PRT,2020-09-13,12,17,15,29
Scotland,,2020-01-05,-9,-14,-4,-11
Scotland,,2020-01-12,2,6,-8,5
Scotland,,2020-01-19,2,2,-7,-8
Scotland,,2020-01-26,-4,0,-11,-8
Scotland,,2020-02-02,-8,-3,-3,-12
Scotland,,2020-02-09,-8,-6,0,-2
Scotland,,2020-02-16,-4,5,-15,-10
Scotland,,2020-02-23,-9,-1,-6,-10
Scotland,,2020-03-01,-1,0,2,1
Scotland,,2020-03-08,6,-5,-2,-2
Scotland,,2020-03-15,18,6,-6,0
Scotland,,2020-03-22,17,10,11,-3
Scotland,,2020-03-29,-14,-7,-5,5
Scotland,,2020-04-05,48,59,66,58
Scotland,,2020-04-12,37,64,109,90
Scotland,,2020-04-19,30,58,87,115
Scotland,,2020-04-26,44,49,76,89
Scotland,,2020-05-03,34,29,51,89
Scotland,,2020-05-10,12,26,57,46
Scotland,,2020-05-17,29,9,32,53
Scotland,,2020-05-24,13,11,11,28
Scotland,,2020-05-31,12,2,11,17
Scotland,,2020-06-07,7,7,1,2
Scotland,,2020-06-14,-4,11,3,5
Scotland,,2020-06-21,8,-15,8,12
Scotland,,2020-06-28,-1,-19,6,1
Scotland,,2020-07-05,19,-7,-8,-9
Scotland,,2020-07-12,2,5,-9,-9
Scotland,,2020-07-19,4,3,0,6
Scotland,,2020-07-26,10,-12,3,-6
Scotland,,2020-08-02,11,3,2,5
Scotland,,2020-08-09,5,12,3,-9
Scotland,,2020-08-16,12,-4,-18,-9
Scotland,,2020-08-23,6,12,8,-2
Scotland,,2020-08-30,13,16,2,-5
Scotland,,2020-09-06,23,19,-2,-1
Scotland,,2020-09-13,5,7,7,3
Slovakia,SVK,2020-01-05,4,6,-19,-12
Slovakia,SVK,2020-01-12,-4,-2,-11,-3
Slovakia,SVK,2020-01-19,-13,9,-21,-10
Slovakia,SVK,2020-01-26,-3,-3,-12,-3
Slovakia,SVK,2020-02-02,-14,4,-5,-5
Slovakia,SVK,2020-02-09,-18,6,-14,-5
Slovakia,SVK,2020-02-16,-5,2,-2,2
Slovakia,SVK,2020-02-23,-14,0,-4,-16
Slovakia,SVK,2020-03-01,-17,3,-2,2
Slovakia,SVK,2020-03-08,-5,0,1,-7
Slovakia,SVK,2020-03-15,-11,8,3,2
Slovakia,SVK,2020-03-22,7,19,7,8
Slovakia,SVK,2020-03-29,-21,8,8,5
Slovakia,SVK,2020-04-05,-9,31,-2,11
Slovakia,SVK,2020-04-12,-14,-2,-5,3
Slovakia,SVK,2020-04-19,-11,-2,-3,-4
Slovakia,SVK,2020-04-26,-7,11,-9,-7
Slovakia,SVK,2020-05-03,-20,-2,10,4
Slovakia,SVK,2020-05-10,-8,14,8,-1
Slovakia,SVK,2020-05-17,0,15,7,-7
Slovakia,SVK,2020-05-24,-13,11,-8,8
Slovakia,SVK,2020-05-31,-10,2,-5,-8
Slovakia,SVK,2020-06-07,-6,13,1,4
Slovakia,SVK,2020-06-14,-19,15,-1,6
Slovakia,SVK,2020-06-21,-28,6,-4,4
Slovakia,SVK,2020-06-28,-3,7,0,-5
Slovakia,SVK,2020-07-05,-4,9,0,11
Slovakia,SVK,2020-07-12,3,8,-8,7
Slovakia,SVK,2020-07-19,-9,3,4,-8
Slovakia,SVK,2020-07-26,-25,18,-5,-20
Slovakia,SVK,2020-08-02,-17,0,2,3
Slovakia,SVK,2020-08-09,-16,0,14,20
Slovakia,SVK,2020-08-16,-21,6,1,-8
Slovakia,SVK,2020-08-23,-25,5,-7,9
Slovakia,SVK,2020-08-30,-18,7,-4,-5
Slovenia,SVN,2020-01-05,-6,7,1,-14
Slovenia,SVN,2020-01-12,-27,12,-10,-3
Slovenia,SVN,2020-01-19,-26,-19,-14,10
Slovenia,SVN,2020-01-26,-10,-5,-13,5
Slovenia,SVN,2020-02-02,-13,17,-12,0
Slovenia,SVN,2020-02-09,-26,5,-16,14
Slovenia,SVN,2020-02-16,-3,10,4,15
Slovenia,SVN,2020-02-23,-15,-14,2,3
Slovenia,SVN,2020-03-01,-38,-3,-3,3
Slovenia,SVN,2020-03-08,4,-5,-7,16
Slovenia,SVN,2020-03-15,-22,-3,-4,10
Slovenia,SVN,2020-03-22,-19,10,8,14
Slovenia,SVN,2020-03-29,-34,14,-20,2
Slovenia,SVN,2020-04-05,-24,-22,-16,21
Slovenia,SVN,2020-04-12,-30,16,19,35
Slovenia,SVN,2020-04-19,-3,2,0,25
Slovenia,SVN,2020-04-26,-16,22,-20,24
Slovenia,SVN,2020-05-03,-24,8,-5,6
Slovenia,SVN,2020-05-10,-21,43,-14,15
Slovenia,SVN,2020-05-17,-8,-8,-3,11
Slovenia,SVN,2020-05-24,0,25,5,25
Slovenia,SVN,2020-05-31,-18,-26,-4,6
Slovenia,SVN,2020-06-07,-19,-1,-1,10
Slovenia,SVN,2020-06-14,-8,26,12,12
Slovenia,SVN,2020-06-21,-10,-4,21,13
Slovenia,SVN,2020-06-28,42,17,17,28
Slovenia,SVN,2020-07-05,2,-13,3,16
Slovenia,SVN,2020-07-12,-23,4,-30,22
Slovenia,SVN,2020-07-19,-41,1,-12,26
Slovenia,SVN,2020-07-26,-19,-3,-9,18
South Korea,KOR,2020-01-05,1,-4,7,13
South Korea,KOR,2020-01-12,-5,0,0,16
South Korea,KOR,2020-01-19,-2,-7,6,16
South Korea,KOR,2020-01-26,-1,0,5,22
South Korea,KOR,2020-02-02,-6,-6,11,21
South Korea,KOR,2020-02-09,1,-1,9,24
South Korea,KOR,2020-02-16,-4,-3,7,16
South Korea,KOR,2020-02-23,-5,-9,0,13
South Korea,KOR,2020-03-01,-5,-6,2,14
South Korea,KOR,2020-03-08,-2,-1,0,12
South Korea,KOR,2020-03-15,-4,-5,-1,21
South Korea,KOR,2020-03-22,2,2,2,9
South Korea,KOR,2020-03-29,-6,-6,1,15
South Korea,KOR,2020-04-05,-4,-12,-3,16
South Korea,KOR,2020-04-12,-3,3,6,21
South Korea,KOR,2020-04-19,-7,-7,5,20
South Korea,KOR,2020-04-26,-6,5,-2,19
South Korea,KOR,2020-05-03,3,-2,6,26
South Korea,KOR,2020-05-10,-4,-6,2,17
South Korea,KOR,2020-05-17,-5,-7,-2,15
South Korea,KOR,2020-05-24,-2,1,-2,18
South Korea,KOR,2020-05-31,-5,-7,1,12
South Korea,KOR,2020-06-07,2,-3,6,24
South Korea,KOR,2020-06-14,0,7,-1,24
South Korea,KOR,2020-06-21,-8,-6,4,22
South Korea,KOR,2020-06-28,-3,-3,5,17
South Korea,KOR,2020-07-05,-4,1,4,19
South Korea,KOR,2020-07-12,-8,-5,-2,18
South Korea,KOR,2020-07-19,0,2,2,19
South Korea,KOR,2020-07-26,-5,-3,3,21
South Korea,KOR,2020-08-02,-6,-1,-4,18
South Korea,KOR,2020-08-09,-16,-18,-9,3
South Korea,KOR,2020-08-16,-10,-24,-17,-14
South Korea,KOR,2020-08-23,-32,-29,-28,-25
South Korea,KOR,2020-08-30,-64,-60,-62,-65
Spain,ESP,2020-01-05,-3,-1,-19,-8
Spain,ESP,2020-01-12,-2,-4,-12,-5
Spain,ESP,2020-01-19,6,3,-9,-4
Spain,ESP,2020-01-26,-3,8,-12,-5
Spain,ESP,2020-02-02,12,-3,-13,-2
Spain,ESP,2020-02-09,6,2,-10,-3
Spain,ESP,2020-02-16,-4,1,-12,-5
Spain,ESP,2020-02-23,0,-5,-15,-10
Spain,ESP,2020-03-01,-5,-11,-22,-9
Spain,ESP,2020-03-08,4,-1,-6,-1
Spain,ESP,2020-03-15,7,13,3,12
Spain,ESP,2020-03-22,26,54,61,57
Spain,ESP,2020-03-29,60,144,154,138
Spain,ESP,2020-04-05,61,132,161,185
Spain,ESP,2020-04-12,34,91,105,155
Spain,ESP,2020-04-19,31,46,52,96
Spain,ESP,2020-04-26,10,30,22,51
Spain,ESP,2020-05-03,6,16,6,29
Spain,ESP,2020-05-10,11,18,1,21
Spain,ESP,2020-05-17,7,5,-3,0
Spain,ESP,2020-05-24,6,8,-3,5
Spain,ESP,2020-05-31,5,-1,-9,2
Spain,ESP,2020-06-07,-2,9,-9,-1
Spain,ESP,2020-06-14,6,-2,-7,-7
Spain,ESP,2020-06-21,-1,-1,-10,-2
Spain,ESP,2020-06-28,8,6,-4,6
Spain,ESP,2020-07-05,3,7,-6,3
Spain,ESP,2020-07-12,3,7,-3,7
Spain,ESP,2020-07-19,0,8,-2,7
Spain,ESP,2020-07-26,10,4,-1,13
Spain,ESP,2020-08-02,12,10,10,22
Spain,ESP,2020-08-09,9,7,11,23
Spain,ESP,2020-08-16,12,11,12,22
Spain,ESP,2020-08-23,13,9,5,21
Spain,ESP,2020-08-30,17,13,10,18
Spain,ESP,2020-09-06,10,19,7,19
Spain,ESP,2020-09-13,11,13,17,28
Spain,ESP,2020-09-20,6,15,11,25
Spain,ESP,2020-09-27,2,6,6,14
Sweden,SWE,2020-01-05,-11,-13,1,-11
Sweden,SWE,2020-01-12,-1,-6,-4,-2
Sweden,SWE,2020-01-19,-16,0,-4,-7
Sweden,SWE,2020-01-26,-12,-11,-2,-15
Sweden,SWE,2020-02-02,-11,-8,9,-5
Sweden,SWE,2020-02-09,-8,-18,-3,-9
Sweden,SWE,2020-02-16,-8,-11,0,-6
Sweden,SWE,2020-02-23,-12,-10,-3,-15
Sweden,SWE,2020-03-01,-8,-15,-3,-14
Sweden,SWE,2020-03-08,-8,0,5,-11
Sweden,SWE,2020-03-15,-3,-16,-8,-8
Sweden,SWE,2020-03-22,-11,-3,14,4
Sweden,SWE,2020-03-29,4,9,22,9
Sweden,SWE,2020-04-05,10,31,46,29
Sweden,SWE,2020-04-12,27,28,61,51
Sweden,SWE,2020-04-19,22,18,61,47
Sweden,SWE,2020-04-26,-4,25,44,41
Sweden,SWE,2020-05-03,16,20,45,41
Sweden,SWE,2020-05-10,-2,16,51,38
Sweden,SWE,2020-05-17,9,2,45,28
Sweden,SWE,2020-05-24,14,11,28,26
Sweden,SWE,2020-05-31,-5,2,6,11
Sweden,SWE,2020-06-07,11,-5,34,10
Sweden,SWE,2020-06-14,-16,12,29,10
Sweden,SWE,2020-06-21,4,-10,27,6
Sweden,SWE,2020-06-28,13,-18,9,14
Sweden,SWE,2020-07-05,-14,-8,11,-2
Sweden,SWE,2020-07-12,-4,-7,14,-4
